date,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
31.05.2023 00:00,12.8,746.5,760.0,-0.6,68,"Ветер, дующий с западо-северо-запада",1,,,70 – 80%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",70 – 80%.,"2500 или более, или облаков нет.","Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.","Перистых, перисто-кучевых или перисто-слоистых нет.",20.0,6.9,,,,,,,
01.06.2023 00:00,7.3,745.9,759.6,0.0,95,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,17.0,6.6,,,,,,,
02.06.2023 00:00,13.2,744.4,757.8,0.3,77,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,20.0,9.2,,,,,,,
03.06.2023 00:00,13.5,742.7,756.0,-0.4,97,"Штиль, безветрие",0,,,50%.,Дымка. ,Ливень (ливни).,Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",50%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистых, перисто-кучевых или перисто-слоистых нет.",6.0,13.0,,,,,,,
04.06.2023 00:00,7.2,749.2,762.9,0.5,92,"Ветер, дующий с западо-юго-запада",1,,,20–30%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",20–30%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистых, перисто-кучевых или перисто-слоистых нет.",20.0,5.9,,,,,,,
05.06.2023 00:00,11.2,751.8,765.4,-0.3,55,"Ветер, дующий с юго-юго-востока",1,,,Облаков нет., ,,,,,,,,,,20.0,2.3,,,,,,,
06.06.2023 00:00,10.6,751.7,765.3,0.8,81,"Штиль, безветрие",0,,,20–30%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",20–30%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистых, перисто-кучевых или перисто-слоистых нет.",20.0,7.4,,,,,,,
07.06.2023 00:00,13.1,751.4,764.9,0.5,72,"Штиль, безветрие",0,,,Облаков нет., ,,,,,,,,,,20.0,8.2,,,,,,,
08.06.2023 00:00,13.7,750.0,763.4,0.5,82,"Штиль, безветрие",0,,,20–30%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",20–30%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистых, перисто-кучевых или перисто-слоистых нет.",20.0,10.6,,,,,,,
09.06.2023 00:00,15.0,749.1,762.4,-0.1,75,"Штиль, безветрие",0,,,20–30%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",20–30%.,1000-1500,"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистых, перисто-кучевых или перисто-слоистых нет.",10.0,10.5,,,,,,,
10.06.2023 00:00,14.4,751.1,764.5,0.9,58,"Ветер, дующий с севера",2,,,50%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",50%.,"2500 или более, или облаков нет.","Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.","Перистых, перисто-кучевых или перисто-слоистых нет.",20.0,6.2,,,,,,,
11.06.2023 00:00,10.8,757.5,771.2,1.3,46,"Ветер, дующий с северо-востока",1,,,60%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",20.0,-0.6,,,,,,,
12.06.2023 00:00,12.2,757.1,770.8,0.1,47,"Ветер, дующий с северо-северо-востока",1,,,20–30%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",20.0,1.2,,,,,,,
